location,population,date,human_development_index,total_cases,total_deaths,infected_death_percentage
Tajikistan,9537642,"2021-01-09 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-10 00:00:00",0.668,3,0,0.000
Tajikistan,9537642,"2021-01-11 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-12 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-13 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-14 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-15 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-16 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-17 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-18 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-19 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-20 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-21 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-22 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-23 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-24 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-25 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-26 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-27 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-28 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-29 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-30 00:00:00",0.668,0,0,NULL
Tajikistan,9537642,"2021-01-31 00:00:00",0.668,0,0,NULL
Tanzania,59734213,"2020-01-01 00:00:00",0.529,1,0,0.000
Tanzania,59734213,"2020-01-02 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-03 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-04 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-05 00:00:00",0.529,2,0,0.000
Tanzania,59734213,"2020-01-06 00:00:00",0.529,2,0,0.000
Tanzania,59734213,"2020-01-07 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-08 00:00:00",0.529,30,5,16.667
Tanzania,59734213,"2020-01-09 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-10 00:00:00",0.529,7,2,28.571
Tanzania,59734213,"2020-01-11 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-12 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-13 00:00:00",0.529,17,0,0.000
Tanzania,59734213,"2020-01-14 00:00:00",0.529,4,0,0.000
Tanzania,59734213,"2020-01-15 00:00:00",0.529,35,1,2.857
Tanzania,59734213,"2020-01-16 00:00:00",0.529,7,0,0.000
Tanzania,59734213,"2020-01-17 00:00:00",0.529,53,1,1.887
Tanzania,59734213,"2020-01-18 00:00:00",0.529,2,0,0.000
Tanzania,59734213,"2020-01-19 00:00:00",0.529,26,2,7.692
Tanzania,59734213,"2020-01-20 00:00:00",0.529,84,3,3.571
Tanzania,59734213,"2020-01-21 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-22 00:00:00",0.529,36,0,0.000
Tanzania,59734213,"2020-01-23 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-24 00:00:00",0.529,15,0,0.000
Tanzania,59734213,"2020-01-25 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-26 00:00:00",0.529,1,0,0.000
Tanzania,59734213,"2020-01-27 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2020-01-28 00:00:00",0.529,1,0,0.000
Tanzania,59734213,"2020-01-29 00:00:00",0.529,181,6,3.315
Tanzania,59734213,"2020-01-30 00:00:00",0.529,5,0,0.000
Tanzania,59734213,"2020-01-31 00:00:00",0.529,0,1,NULL
Tanzania,59734213,"2021-01-01 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-02 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-03 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-04 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-05 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-06 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-07 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-08 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-09 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-10 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-11 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-12 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-13 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-14 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-15 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-16 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-17 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-18 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-19 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-20 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-21 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-22 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-23 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-24 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-25 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-26 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-27 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-28 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-29 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-30 00:00:00",0.529,0,0,NULL
Tanzania,59734213,"2021-01-31 00:00:00",0.529,0,0,NULL
Thailand,69799978,"2020-01-01 00:00:00",0.777,163,3,1.840
Thailand,69799978,"2020-01-02 00:00:00",0.777,162,4,2.469
Thailand,69799978,"2020-01-03 00:00:00",0.777,136,4,2.941
Thailand,69799978,"2020-01-04 00:00:00",0.777,170,1,0.588
Thailand,69799978,"2020-01-05 00:00:00",0.777,159,4,2.516
Thailand,69799978,"2020-01-06 00:00:00",0.777,116,4,3.448
Thailand,69799978,"2020-01-07 00:00:00",0.777,100,1,1.000
Thailand,69799978,"2020-01-08 00:00:00",0.777,173,3,1.734
Thailand,69799978,"2020-01-09 00:00:00",0.777,97,3,3.093
Thailand,69799978,"2020-01-10 00:00:00",0.777,85,1,1.176
Thailand,69799978,"2020-01-11 00:00:00",0.777,101,2,1.980
Thailand,69799978,"2020-01-12 00:00:00",0.777,89,3,3.371
Thailand,69799978,"2020-01-13 00:00:00",0.777,93,2,2.151
Thailand,69799978,"2020-01-14 00:00:00",0.777,99,1,1.010
Thailand,69799978,"2020-01-15 00:00:00",0.777,106,2,1.887
Thailand,69799978,"2020-01-16 00:00:00",0.777,111,3,2.703
Thailand,69799978,"2020-01-17 00:00:00",0.777,77,1,1.299
Thailand,69799978,"2020-01-18 00:00:00",0.777,148,0,0.000
Thailand,69799978,"2020-01-19 00:00:00",0.777,695,1,0.144
Thailand,69799978,"2020-01-20 00:00:00",0.777,491,0,0.000
Thailand,69799978,"2020-01-21 00:00:00",0.777,583,1,0.172
Thailand,69799978,"2020-01-22 00:00:00",0.777,259,1,0.386
Thailand,69799978,"2020-01-23 00:00:00",0.777,227,1,0.441
Thailand,69799978,"2020-01-24 00:00:00",0.777,240,3,1.250
Thailand,69799978,"2020-01-25 00:00:00",0.777,310,2,0.645
Thailand,69799978,"2020-01-26 00:00:00",0.777,292,0,0.000
Thailand,69799978,"2020-01-27 00:00:00",0.777,298,2,0.671
Thailand,69799978,"2020-01-28 00:00:00",0.777,326,4,1.227
Thailand,69799978,"2020-01-29 00:00:00",0.777,461,1,0.217
Thailand,69799978,"2020-01-30 00:00:00",0.777,366,2,0.546
Thailand,69799978,"2020-01-31 00:00:00",0.777,426,3,0.704
Thailand,69799978,"2021-01-01 00:00:00",0.777,1078,3,0.278
Thailand,69799978,"2021-01-02 00:00:00",0.777,1210,1,0.083
Thailand,69799978,"2021-01-03 00:00:00",0.777,864,3,0.347
Thailand,69799978,"2021-01-04 00:00:00",0.777,1486,0,0.000
Thailand,69799978,"2021-01-05 00:00:00",0.777,1714,1,0.058
Thailand,69799978,"2021-01-06 00:00:00",0.777,856,1,0.117
Thailand,69799978,"2021-01-07 00:00:00",0.777,861,0,0.000
Thailand,69799978,"2021-01-08 00:00:00",0.777,617,0,0.000
Thailand,69799978,"2021-01-09 00:00:00",0.777,1053,1,0.095
Thailand,69799978,"2021-01-10 00:00:00",0.777,1435,2,0.139
Thailand,69799978,"2021-01-11 00:00:00",0.777,1487,0,0.000
Thailand,69799978,"2021-01-12 00:00:00",0.777,1223,0,0.000
Thailand,69799978,"2021-01-13 00:00:00",0.777,1169,1,0.086
Thailand,69799978,"2021-01-14 00:00:00",0.777,2130,3,0.141
Thailand,69799978,"2021-01-15 00:00:00",0.777,1994,3,0.150
Thailand,69799978,"2021-01-16 00:00:00",0.777,2180,1,0.046
Thailand,69799978,"2021-01-17 00:00:00",0.777,2339,3,0.128
Thailand,69799978,"2021-01-18 00:00:00",0.777,2180,3,0.138
Thailand,69799978,"2021-01-19 00:00:00",0.777,1679,5,0.298
Thailand,69799978,"2021-01-20 00:00:00",0.777,1786,4,0.224
Thailand,69799978,"2021-01-21 00:00:00",0.777,1729,2,0.116
Thailand,69799978,"2021-01-22 00:00:00",0.777,1852,8,0.432
Thailand,69799978,"2021-01-23 00:00:00",0.777,2926,6,0.205
Thailand,69799978,"2021-01-24 00:00:00",0.777,3134,9,0.287
Thailand,69799978,"2021-01-25 00:00:00",0.777,3656,13,0.356
Thailand,69799978,"2021-01-26 00:00:00",0.777,2227,8,0.359
Thailand,69799978,"2021-01-27 00:00:00",0.777,3221,17,0.528
Thailand,69799978,"2021-01-28 00:00:00",0.777,2924,16,0.547
Thailand,69799978,"2021-01-29 00:00:00",0.777,3642,11,0.302
Thailand,69799978,"2021-01-30 00:00:00",0.777,2460,15,0.610
Thailand,69799978,"2021-01-31 00:00:00",0.777,878,0,0.000
Timor,1318442,"2020-01-01 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-02 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-03 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-04 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-05 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-06 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-07 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-08 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-09 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-10 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-11 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-12 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-13 00:00:00",0.606,2,NULL,NULL
Timor,1318442,"2020-01-14 00:00:00",0.606,2,NULL,NULL
Timor,1318442,"2020-01-15 00:00:00",0.606,2,NULL,NULL
Timor,1318442,"2020-01-16 00:00:00",0.606,10,NULL,NULL
Timor,1318442,"2020-01-17 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-18 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-19 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-20 00:00:00",0.606,3,NULL,NULL
Timor,1318442,"2020-01-21 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-22 00:00:00",0.606,2,NULL,NULL
Timor,1318442,"2020-01-23 00:00:00",0.606,2,NULL,NULL
Timor,1318442,"2020-01-24 00:00:00",0.606,9,NULL,NULL
Timor,1318442,"2020-01-25 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-26 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-27 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-28 00:00:00",0.606,3,NULL,NULL
Timor,1318442,"2020-01-29 00:00:00",0.606,1,NULL,NULL
Timor,1318442,"2020-01-30 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2020-01-31 00:00:00",0.606,0,NULL,NULL
Timor,1318442,"2021-01-01 00:00:00",0.606,39,NULL,NULL
Timor,1318442,"2021-01-02 00:00:00",0.606,39,NULL,NULL
Timor,1318442,"2021-01-03 00:00:00",0.606,41,NULL,NULL
Timor,1318442,"2021-01-04 00:00:00",0.606,6,NULL,NULL
Timor,1318442,"2021-01-05 00:00:00",0.606,58,NULL,NULL
Timor,1318442,"2021-01-06 00:00:00",0.606,13,1,7.692
Timor,1318442,"2021-01-07 00:00:00",0.606,3,0,0.000
Timor,1318442,"2021-01-08 00:00:00",0.606,15,0,0.000
Timor,1318442,"2021-01-09 00:00:00",0.606,109,0,0.000
Timor,1318442,"2021-01-10 00:00:00",0.606,73,0,0.000
Timor,1318442,"2021-01-11 00:00:00",0.606,28,0,0.000
Timor,1318442,"2021-01-12 00:00:00",0.606,110,0,0.000
Timor,1318442,"2021-01-13 00:00:00",0.606,39,1,2.564
Timor,1318442,"2021-01-14 00:00:00",0.606,48,0,0.000
Timor,1318442,"2021-01-15 00:00:00",0.606,42,0,0.000
Timor,1318442,"2021-01-16 00:00:00",0.606,61,0,0.000
Timor,1318442,"2021-01-17 00:00:00",0.606,51,0,0.000
Timor,1318442,"2021-01-18 00:00:00",0.606,84,0,0.000
Timor,1318442,"2021-01-19 00:00:00",0.606,85,0,0.000
Timor,1318442,"2021-01-20 00:00:00",0.606,104,0,0.000
Timor,1318442,"2021-01-21 00:00:00",0.606,112,0,0.000
Timor,1318442,"2021-01-22 00:00:00",0.606,157,1,0.637
Timor,1318442,"2021-01-23 00:00:00",0.606,31,0,0.000
Timor,1318442,"2021-01-24 00:00:00",0.606,108,0,0.000
Timor,1318442,"2021-01-25 00:00:00",0.606,181,0,0.000
Timor,1318442,"2021-01-26 00:00:00",0.606,110,0,0.000
Timor,1318442,"2021-01-27 00:00:00",0.606,129,0,0.000
Timor,1318442,"2021-01-28 00:00:00",0.606,89,0,0.000
Timor,1318442,"2021-01-29 00:00:00",0.606,88,0,0.000
Timor,1318442,"2021-01-30 00:00:00",0.606,138,0,0.000
Timor,1318442,"2021-01-31 00:00:00",0.606,41,NULL,NULL
Togo,8278737,"2020-01-01 00:00:00",0.515,128,1,0.781
Togo,8278737,"2020-01-02 00:00:00",0.515,65,3,4.615
Togo,8278737,"2020-01-03 00:00:00",0.515,101,2,1.980
Togo,8278737,"2020-01-04 00:00:00",0.515,98,1,1.020
Togo,8278737,"2020-01-05 00:00:00",0.515,108,3,2.778
Togo,8278737,"2020-01-06 00:00:00",0.515,118,2,1.695
Togo,8278737,"2020-01-07 00:00:00",0.515,108,1,0.926
Togo,8278737,"2020-01-08 00:00:00",0.515,124,3,2.419
Togo,8278737,"2020-01-09 00:00:00",0.515,93,2,2.151
Togo,8278737,"2020-01-10 00:00:00",0.515,147,5,3.401
Togo,8278737,"2020-01-11 00:00:00",0.515,83,3,3.614
Togo,8278737,"2020-01-12 00:00:00",0.515,98,1,1.020
Togo,8278737,"2020-01-13 00:00:00",0.515,131,1,0.763
Togo,8278737,"2020-01-14 00:00:00",0.515,105,5,4.762
Togo,8278737,"2020-01-15 00:00:00",0.515,128,1,0.781
Togo,8278737,"2020-01-16 00:00:00",0.515,149,2,1.342
Togo,8278737,"2020-01-17 00:00:00",0.515,112,2,1.786
Togo,8278737,"2020-01-18 00:00:00",0.515,140,2,1.429
Togo,8278737,"2020-01-19 00:00:00",0.515,135,0,0.000
Togo,8278737,"2020-01-20 00:00:00",0.515,128,2,1.563
Togo,8278737,"2020-01-21 00:00:00",0.515,137,0,0.000
Togo,8278737,"2020-01-22 00:00:00",0.515,141,2,1.418
Togo,8278737,"2020-01-23 00:00:00",0.515,122,2,1.639
Togo,8278737,"2020-01-24 00:00:00",0.515,123,5,4.065
Togo,8278737,"2020-01-25 00:00:00",0.515,118,1,0.847
Togo,8278737,"2020-01-26 00:00:00",0.515,84,4,4.762
Togo,8278737,"2020-01-27 00:00:00",0.515,90,2,2.222
Togo,8278737,"2020-01-28 00:00:00",0.515,172,1,0.581
Togo,8278737,"2020-01-29 00:00:00",0.515,154,3,1.948
Togo,8278737,"2020-01-30 00:00:00",0.515,102,2,1.961
Togo,8278737,"2020-01-31 00:00:00",0.515,91,4,4.396
Togo,8278737,"2021-01-01 00:00:00",0.515,484,4,0.826
Togo,8278737,"2021-01-02 00:00:00",0.515,442,0,0.000
Togo,8278737,"2021-01-03 00:00:00",0.515,395,0,0.000
Togo,8278737,"2021-01-04 00:00:00",0.515,344,6,1.744
Togo,8278737,"2021-01-05 00:00:00",0.515,281,0,0.000
Togo,8278737,"2021-01-06 00:00:00",0.515,271,4,1.476
Togo,8278737,"2021-01-07 00:00:00",0.515,325,5,1.538
Togo,8278737,"2021-01-08 00:00:00",0.515,238,2,0.840
Togo,8278737,"2021-01-09 00:00:00",0.515,365,1,0.274
Togo,8278737,"2021-01-10 00:00:00",0.515,245,0,0.000
Togo,8278737,"2021-01-11 00:00:00",0.515,281,2,0.712
Togo,8278737,"2021-01-12 00:00:00",0.515,261,0,0.000
Togo,8278737,"2021-01-13 00:00:00",0.515,130,0,0.000
Togo,8278737,"2021-01-14 00:00:00",0.515,404,4,0.990
Togo,8278737,"2021-01-15 00:00:00",0.515,215,1,0.465
Togo,8278737,"2021-01-16 00:00:00",0.515,400,3,0.750
Togo,8278737,"2021-01-17 00:00:00",0.515,339,1,0.295
Togo,8278737,"2021-01-18 00:00:00",0.515,247,5,2.024
Togo,8278737,"2021-01-19 00:00:00",0.515,289,1,0.346
Togo,8278737,"2021-01-20 00:00:00",0.515,363,1,0.275
Togo,8278737,"2021-01-21 00:00:00",0.515,223,2,0.897
Togo,8278737,"2021-01-22 00:00:00",0.515,152,0,0.000
Togo,8278737,"2021-01-23 00:00:00",0.515,440,1,0.227
Togo,8278737,"2021-01-24 00:00:00",0.515,153,2,1.307
Togo,8278737,"2021-01-25 00:00:00",0.515,468,3,0.641
Togo,8278737,"2021-01-26 00:00:00",0.515,303,1,0.330
Togo,8278737,"2021-01-27 00:00:00",0.515,366,1,0.273
Togo,8278737,"2021-01-28 00:00:00",0.515,395,1,0.253
Togo,8278737,"2021-01-29 00:00:00",0.515,70,1,1.429
Togo,8278737,"2021-01-30 00:00:00",0.515,412,3,0.728
Togo,8278737,"2021-01-31 00:00:00",0.515,33,0,0.000
Tonga,105697,"2021-01-14 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-15 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-16 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-17 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-18 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-19 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-20 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-21 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-22 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-23 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-24 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-25 00:00:00",0.725,NULL,NULL,NULL
Tonga,105697,"2021-01-26 00:00:00",0.725,NULL,NULL,NULL
"Trinidad and Tobago",1399491,"2020-01-01 00:00:00",0.796,112,8,7.143
"Trinidad and Tobago",1399491,"2020-01-02 00:00:00",0.796,214,2,0.935
"Trinidad and Tobago",1399491,"2020-01-03 00:00:00",0.796,225,6,2.667
"Trinidad and Tobago",1399491,"2020-01-04 00:00:00",0.796,141,4,2.837
"Trinidad and Tobago",1399491,"2020-01-05 00:00:00",0.796,229,6,2.620
"Trinidad and Tobago",1399491,"2020-01-06 00:00:00",0.796,151,3,1.987
"Trinidad and Tobago",1399491,"2020-01-07 00:00:00",0.796,133,4,3.008
"Trinidad and Tobago",1399491,"2020-01-08 00:00:00",0.796,258,4,1.550
"Trinidad and Tobago",1399491,"2020-01-09 00:00:00",0.796,287,3,1.045
"Trinidad and Tobago",1399491,"2020-01-10 00:00:00",0.796,190,5,2.632
"Trinidad and Tobago",1399491,"2020-01-11 00:00:00",0.796,192,7,3.646
"Trinidad and Tobago",1399491,"2020-01-12 00:00:00",0.796,306,3,0.980
"Trinidad and Tobago",1399491,"2020-01-13 00:00:00",0.796,203,3,1.478
"Trinidad and Tobago",1399491,"2020-01-14 00:00:00",0.796,259,6,2.317
"Trinidad and Tobago",1399491,"2020-01-15 00:00:00",0.796,212,1,0.472
"Trinidad and Tobago",1399491,"2020-01-16 00:00:00",0.796,241,5,2.075
"Trinidad and Tobago",1399491,"2020-01-17 00:00:00",0.796,249,4,1.606
"Trinidad and Tobago",1399491,"2020-01-18 00:00:00",0.796,337,1,0.297
"Trinidad and Tobago",1399491,"2020-01-19 00:00:00",0.796,334,2,0.599
"Trinidad and Tobago",1399491,"2020-01-20 00:00:00",0.796,218,5,2.294
"Trinidad and Tobago",1399491,"2020-01-21 00:00:00",0.796,318,7,2.201
"Trinidad and Tobago",1399491,"2020-01-22 00:00:00",0.796,342,3,0.877
"Trinidad and Tobago",1399491,"2020-01-23 00:00:00",0.796,301,4,1.329
"Trinidad and Tobago",1399491,"2020-01-24 00:00:00",0.796,245,2,0.816
"Trinidad and Tobago",1399491,"2020-01-25 00:00:00",0.796,234,5,2.137
"Trinidad and Tobago",1399491,"2020-01-26 00:00:00",0.796,298,1,0.336
"Trinidad and Tobago",1399491,"2020-01-27 00:00:00",0.796,130,4,3.077
"Trinidad and Tobago",1399491,"2020-01-28 00:00:00",0.796,235,7,2.979
"Trinidad and Tobago",1399491,"2020-01-29 00:00:00",0.796,259,4,1.544
"Trinidad and Tobago",1399491,"2020-01-30 00:00:00",0.796,169,5,2.959
"Trinidad and Tobago",1399491,"2020-01-31 00:00:00",0.796,128,3,2.344
"Trinidad and Tobago",1399491,"2021-01-01 00:00:00",0.796,59,3,5.085
"Trinidad and Tobago",1399491,"2021-01-02 00:00:00",0.796,61,0,0.000
"Trinidad and Tobago",1399491,"2021-01-03 00:00:00",0.796,40,1,2.500
"Trinidad and Tobago",1399491,"2021-01-04 00:00:00",0.796,77,0,0.000
"Trinidad and Tobago",1399491,"2021-01-05 00:00:00",0.796,24,0,0.000
"Trinidad and Tobago",1399491,"2021-01-06 00:00:00",0.796,40,0,0.000
"Trinidad and Tobago",1399491,"2021-01-07 00:00:00",0.796,43,0,0.000
"Trinidad and Tobago",1399491,"2021-01-08 00:00:00",0.796,50,1,2.000
"Trinidad and Tobago",1399491,"2021-01-09 00:00:00",0.796,73,2,2.740
"Trinidad and Tobago",1399491,"2021-01-10 00:00:00",0.796,101,0,0.000
"Trinidad and Tobago",1399491,"2021-01-11 00:00:00",0.796,41,1,2.439
"Trinidad and Tobago",1399491,"2021-01-12 00:00:00",0.796,61,1,1.639
"Trinidad and Tobago",1399491,"2021-01-13 00:00:00",0.796,104,2,1.923
"Trinidad and Tobago",1399491,"2021-01-14 00:00:00",0.796,114,3,2.632
"Trinidad and Tobago",1399491,"2021-01-15 00:00:00",0.796,114,2,1.754
"Trinidad and Tobago",1399491,"2021-01-16 00:00:00",0.796,39,1,2.564
"Trinidad and Tobago",1399491,"2021-01-17 00:00:00",0.796,175,1,0.571
"Trinidad and Tobago",1399491,"2021-01-18 00:00:00",0.796,148,3,2.027
"Trinidad and Tobago",1399491,"2021-01-19 00:00:00",0.796,49,1,2.041
"Trinidad and Tobago",1399491,"2021-01-20 00:00:00",0.796,214,5,2.336
"Trinidad and Tobago",1399491,"2021-01-21 00:00:00",0.796,121,0,0.000
"Trinidad and Tobago",1399491,"2021-01-22 00:00:00",0.796,181,0,0.000
"Trinidad and Tobago",1399491,"2021-01-23 00:00:00",0.796,14,2,14.286
"Trinidad and Tobago",1399491,"2021-01-24 00:00:00",0.796,157,0,0.000
"Trinidad and Tobago",1399491,"2021-01-25 00:00:00",0.796,234,2,0.855
"Trinidad and Tobago",1399491,"2021-01-26 00:00:00",0.796,148,0,0.000
"Trinidad and Tobago",1399491,"2021-01-27 00:00:00",0.796,180,3,1.667
"Trinidad and Tobago",1399491,"2021-01-28 00:00:00",0.796,265,2,0.755
"Trinidad and Tobago",1399491,"2021-01-29 00:00:00",0.796,350,2,0.571
"Trinidad and Tobago",1399491,"2021-01-30 00:00:00",0.796,353,4,1.133
"Trinidad and Tobago",1399491,"2021-01-31 00:00:00",0.796,44,0,0.000
Tunisia,11818618,"2020-01-01 00:00:00",0.740,1520,37,2.434
Tunisia,11818618,"2020-01-02 00:00:00",0.740,4900,142,2.898
Tunisia,11818618,"2020-01-03 00:00:00",0.740,2693,115,4.270
Tunisia,11818618,"2020-01-04 00:00:00",0.740,5379,200,3.718
Tunisia,11818618,"2020-01-05 00:00:00",0.740,3340,120,3.593
Tunisia,11818618,"2020-01-06 00:00:00",0.740,1353,35,2.587
Tunisia,11818618,"2020-01-07 00:00:00",0.740,5979,298,4.984
Tunisia,11818618,"2020-01-08 00:00:00",0.740,5390,200,3.711
Tunisia,11818618,"2020-01-09 00:00:00",0.740,1907,97,5.087
Tunisia,11818618,"2020-01-10 00:00:00",0.740,7267,177,2.436
Tunisia,11818618,"2020-01-11 00:00:00",0.740,4535,167,3.682
Tunisia,11818618,"2020-01-12 00:00:00",0.740,3337,93,2.787
Tunisia,11818618,"2020-01-13 00:00:00",0.740,2665,120,4.503
Tunisia,11818618,"2020-01-14 00:00:00",0.740,4737,114,2.407
Tunisia,11818618,"2020-01-15 00:00:00",0.740,3369,136,4.037
Tunisia,11818618,"2020-01-16 00:00:00",0.740,2535,100,3.945
Tunisia,11818618,"2020-01-17 00:00:00",0.740,8497,205,2.413
Tunisia,11818618,"2020-01-18 00:00:00",0.740,3821,156,4.083
Tunisia,11818618,"2020-01-19 00:00:00",0.740,4473,108,2.414
Tunisia,11818618,"2020-01-20 00:00:00",0.740,7528,223,2.962
Tunisia,11818618,"2020-01-21 00:00:00",0.740,4287,144,3.359
Tunisia,11818618,"2020-01-22 00:00:00",0.740,3025,113,3.736
Tunisia,11818618,"2020-01-23 00:00:00",0.740,4818,137,2.844
Tunisia,11818618,"2020-01-24 00:00:00",0.740,5307,164,3.090
Tunisia,11818618,"2020-01-25 00:00:00",0.740,4279,121,2.828
Tunisia,11818618,"2020-01-26 00:00:00",0.740,6602,257,3.893
Tunisia,11818618,"2020-01-27 00:00:00",0.740,4551,138,3.032
Tunisia,11818618,"2020-01-28 00:00:00",0.740,4929,273,5.539
Tunisia,11818618,"2020-01-29 00:00:00",0.740,4336,152,3.506
Tunisia,11818618,"2020-01-30 00:00:00",0.740,7851,211,2.688
Tunisia,11818618,"2020-01-31 00:00:00",0.740,3930,123,3.130
Tunisia,11818618,"2021-01-01 00:00:00",0.740,4259,154,3.616
Tunisia,11818618,"2021-01-02 00:00:00",0.740,4974,198,3.981
Tunisia,11818618,"2021-01-03 00:00:00",0.740,5013,190,3.790
Tunisia,11818618,"2021-01-04 00:00:00",0.740,4866,196,4.028
